,temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide
10311,220.0,16.840454181582338,0.9600000000000002,0.0015463321755183,0.0,0.0186927613164081,0.0197609065080735,0.0,0.0,0.0
17315,230.0,19.77726003861152,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0
12234,220.0,28.686458569219376,0.9500000000000004,0.0112037948849288,0.0137490003520045,0.0186504131602375,0.0,0.0,0.0016617277863489,0.00473506381648
9318,210.0,27.189334613500485,0.9600000000000004,0.0036082422595,0.0195052515461021,0.0,0.0026124876871617,0.0092639920313291,0.0023813256183808,0.0026287008575261
2555,230.0,9.831847633839294,0.9800000000000004,0.0058268244563953,0.0010974277044856,0.0091038894484014,0.0028797208714395,0.0010921375192779,0.0,0.0
18702,250.0,26.98458535766325,0.9700000000000004,0.0003994480179376,0.0028965125947082,0.0244636991041966,0.0021890895987612,7.682263294672924e-08,5.381303946989452e-06,4.579255781623149e-05
1506,275.0,42.85990803893426,0.9900000000000002,0.0018331999229532,0.0023678875806493,0.0,0.0054605197736359,0.0,0.0003383927227614,0.0
9774,245.0,63.92844132539265,0.9500000000000004,0.0218679702186107,0.0,0.0,0.0,0.0037462674585969,0.0017907943601605,0.0225949679626316
17897,235.0,13.246369061585616,0.9700000000000002,0.0027437488900767,0.0007509336616747,0.0018004065823258,0.0245796928555922,9.125664169751543e-06,3.4823956615641697e-05,8.126838954503732e-05
10596,270.0,34.211784314366106,0.99,0.0,0.0,0.0042142943595979,0.0,0.0,0.0,0.005785705640402
5540,255.0,35.31392411626355,0.9500000000000002,0.0,0.0127793031953464,0.0,0.0019066448341537,0.0,0.0247519768157292,0.0105620751547706
12887,245.0,37.98762107391653,0.9500000000000004,0.0035598544708459,0.0,0.0324731941294169,0.0,0.010108170389748,0.0038587810099889,0.0
15808,255.0,29.67906929093684,0.95,0.0,0.0,0.02,0.0,0.0,0.03,0.0
8398,230.0,19.9276621290396,0.9600000000000002,0.0018482781815333,0.0,0.0067977552657728,0.0,0.0102161830346863,0.0211377835180074,0.0
8986,235.0,18.22014991240576,0.97,0.0,0.000483572647257,0.0,0.0,0.029516427352743,0.0,0.0
10536,240.0,13.917529142231563,0.99,0.0,0.0,0.0042142943595979,0.0,0.0,0.0,0.005785705640402
5426,200.0,7.618239486782321,0.9500000000000002,0.0,0.0127793031953464,0.0,0.0019066448341537,0.0,0.0247519768157292,0.0105620751547706
8291,275.0,70.9424754629067,0.9600000000000002,0.025521842323906,0.0,0.0102109230317582,0.0,0.0,0.0,0.0042672346443356
